date,close,diff,ratio,open,high,low,volume,sumPos,sumNeg
2021/06/04,153500,-1000,-0.65,153500,154500,152000,558204,17.845939317133332,62.4685196106
2021/06/07,155000,1500,0.98,155000,158000,154000,988186,15.831628293269995,56.497255750750014
2021/06/08,152500,-2500,-1.61,155000,156000,152500,633240,15.977281647600003,59.13163939384285
2021/06/09,150500,-2000,-1.31,153000,153500,150500,561497,18.69185384863125,62.20768576613752
2021/06/10,150000,-500,-0.33,151000,152000,149000,954307,15.285925428960002,54.91243028279
2021/06/11,151500,1500,1.0,151000,153000,150500,413298,16.397001771483332,55.45142403356669
2021/06/14,157500,6000,3.96,152000,158500,151500,1741300,20.1446561429,54.73562412157501
2021/06/15,158500,1000,0.63,159000,160500,156500,1021245,14.836979399641669,50.99480773444167
2021/06/16,157500,-1000,-0.63,157500,159000,156500,674520,16.256329591218186,54.88827939773637
2021/06/17,154500,-3000,-1.9,156000,156500,153000,1115514,17.248909901869226,60.43776743104616
2021/06/18,157000,2500,1.62,155000,158000,154500,978143,15.499739177740002,53.97354837820001
2021/06/21,160500,3500,2.23,155000,163500,154500,1975315,15.720660540889998,57.75156636602001
2021/06/22,159000,-1500,-0.93,163000,164500,159000,1111298,18.062664034157144,60.89246344543572
2021/06/23,157500,-1500,-0.94,159500,162000,155500,1185360,27.398166707540003,71.06560980578003
2021/06/24,164000,6500,4.13,158500,164500,156500,2156462,29.39946832790001,65.74719656735002
2021/06/25,163500,-500,-0.3,165500,167000,162000,1132098,22.64112420992857,75.59416579575715
2021/06/28,163500,0,0.0,165000,166000,160500,946236,20.22872701798333,69.30530874894168
2021/06/29,161000,-2500,-1.53,164500,165000,160000,903807,12.466399990924996,44.85770511321667
2021/06/30,163500,2500,1.55,162500,166000,162000,1118470,20.04777108945833,65.78245483610834
2021/07/01,162000,-1500,-0.92,164000,164500,160500,779316,19.065291430024995,63.63908000176668
2021/07/02,163500,1500,0.93,163500,166500,163000,873575,16.077622597126666,58.30836143846001
2021/07/05,167000,3500,2.14,164500,167000,163500,1045443,23.427087927509096,75.41562524785455
2021/07/06,170000,3000,1.8,168500,172000,166500,1902339,19.95427299296249,66.40261924660625
2021/07/07,165000,-5000,-2.94,171000,171000,163500,2371947,16.02380746315652,52.217999833552206
2021/07/08,160000,-5000,-3.03,165500,165500,160000,1861927,20.67717524740833,71.51853037875834
2021/07/09,159000,-1000,-0.63,158000,161500,157000,1408620,15.662471275046157,49.59602825687693
2021/07/12,158500,-500,-0.31,160500,161000,158000,781657,21.30364179722857,66.89567762710001
2021/07/13,163500,5000,3.15,158000,163500,157500,1105815,24.190472178616663,53.18419198148334
2021/07/14,161000,-2500,-1.53,162000,162000,159000,689838,21.933602258108333,63.48432547592501
2021/07/15,161000,0,0.0,161000,162000,159500,648066,19.407293806325,62.595809174855006
2021/07/16,160500,-500,-0.31,159500,161500,159500,523298,25.061851391142856,75.86502889422857
2021/07/19,157500,-3000,-1.87,159000,159000,157000,598680,21.30804641435556,68.44509884630001
2021/07/20,162500,5000,3.17,156500,163500,156000,1343210,26.134959699185,68.62838983456999
2021/07/21,163000,500,0.31,163000,164500,161500,829143,23.05037050668889,70.89473210234445
2021/07/22,164000,1000,0.61,163500,164500,162000,806953,15.997809449665215,55.63816128235218
2021/07/23,166500,2500,1.52,164500,167500,164000,1191816,12.82520881391818,47.22649548485455
2021/07/26,163000,-3500,-2.1,167500,168000,163000,849316,22.607627720844444,69.76033954687779
2021/07/27,163000,0,0.0,164500,164500,162000,428806,17.567980985150005,59.652117164508354
2021/07/28,164000,1000,0.61,162500,165500,161000,676883,16.92602822707222,57.227909230544434
2021/07/29,166500,2500,1.52,165500,167000,164000,770794,17.467116100390907,68.37647025846366
2021/07/30,157500,-9000,-5.41,165000,165500,157500,2178044,17.398051468060004,58.72671631008002
2021/08/02,156500,-1000,-0.63,157500,158500,155000,809541,18.561857225155556,65.86631168961111
2021/08/03,156500,0,0.0,157000,158000,155500,716492,13.257860889472727,43.0491953047
2021/08/04,160000,3500,2.24,158000,160500,157000,691765,17.689951891469995,57.880450445390025
2021/08/05,158000,-2000,-1.25,159500,160000,158000,560669,15.955483068033333,46.35507144470002
2021/08/06,157000,-1000,-0.63,158500,159000,156500,413308,15.99573424395,42.96077376492501
2021/08/09,161000,4000,2.55,157500,162000,157000,1152308,21.31667773032,55.89354810969999
2021/08/10,157500,-3500,-2.17,162000,162000,157000,859174,12.289552160688892,53.812237577033336
2021/08/11,156000,-1500,-0.95,157500,158500,155500,536980,19.021823481,55.07354958390909
2021/08/12,153000,-3000,-1.92,156000,157500,153000,981866,16.17074977654,57.938950435810014
2021/08/13,150500,-2500,-1.63,153500,154000,148000,916837,17.570262334971428,48.49503773698573
2021/08/17,151000,500,0.33,150500,153500,150000,779899,15.068832980762496,53.46459049976877
2021/08/18,153500,2500,1.66,150500,154000,150000,652995,13.898073234314284,48.1916394118143
2021/08/19,148000,-5500,-3.58,151500,153000,148000,737444,15.538380760574997,60.8906816292
2021/08/20,146500,-1500,-1.01,148500,150500,146000,802093,14.519317165957142,51.47188008457143
2021/08/23,140500,-6000,-4.1,145500,146000,138000,1780072,16.675780214044448,61.834667641144456
2021/08/24,142000,1500,1.07,141000,144500,138500,1375732,12.767921871744443,45.212648508577786
2021/08/25,142000,0,0.0,142500,144500,139500,806947,18.469029751279997,67.12257591014003
2021/08/26,141500,-500,-0.35,142000,145000,140500,806681,14.268624033521425,53.41578289115001
2021/08/27,140500,-1000,-0.71,141000,141000,139000,593281,12.382202219266668,38.23202251048335
2021/08/30,139500,-1000,-0.71,141500,142000,139000,740133,16.29534568528,57.91025790837335
2021/08/31,142000,2500,1.79,139500,142000,138000,1035617,13.562827815863637,49.510700075872734
2021/09/01,141000,-1000,-0.7,143000,143000,140000,758432,16.53418715451429,59.676117908828566
2021/09/02,139500,-1500,-1.06,140500,141000,139000,667898,13.031990959512502,40.471286291375
2021/09/03,153500,14000,10.04,142000,154500,140500,4043334,19.846740776271428,45.49609804177145
2021/09/06,148000,-5500,-3.58,151000,151500,146500,1611682,17.535218358077778,65.78405244242222
2021/09/07,147500,-500,-0.34,149000,150500,147500,757429,9.343211669974998,38.3571781128
2021/09/08,144000,-3500,-2.37,146500,147000,143000,1296091,16.201529295145455,71.77058180368182
2021/09/09,141500,-2500,-1.74,144000,145500,141500,955728,12.521444273575003,37.635236438700005
2021/09/10,146500,5000,3.53,143000,151000,143000,1851877,20.547893029339992,50.00744463950001
2021/09/13,143000,-3500,-2.39,144000,144500,141500,808784,14.591104000137502,56.028831041562505
2021/09/14,142500,-500,-0.35,143500,145000,142500,573492,15.76999817122308,58.63337318993077
2021/09/15,142000,-500,-0.35,143500,143500,140500,763228,11.826762387599995,42.315986917024986
2021/09/16,141000,-1000,-0.7,142500,143500,140000,639525,16.16642778576,49.84970163436002
2021/09/17,139500,-1500,-1.06,140500,141000,139000,799115,18.21442981015,64.15719114615
2021/09/23,140500,1000,0.72,138500,141000,136500,1090853,21.17357192276,65.30279221588003
2021/09/24,139500,-1000,-0.71,142000,142500,139000,865310,8.905929990899999,35.880944496080005
2021/09/27,138500,-1000,-0.72,139000,139500,138000,526452,15.458040484288889,54.99547949045556
2021/09/28,132500,-6000,-4.33,138000,138500,132500,1667863,15.767010182200002,51.62231753094001
2021/09/29,129500,-3000,-2.26,129000,131000,128000,1435656,16.2819872766375,63.74912053281251
2021/09/30,127500,-2000,-1.54,128500,129000,125000,1505941,19.91769229958889,63.46171378566666
2021/10/01,125500,-2000,-1.57,125500,127500,124500,1099392,20.692999158450004,59.27455151604168
2021/10/05,123500,-2000,-1.59,123000,125500,121000,1158497,20.7885195926,58.771565487444455
2021/10/06,120000,-3500,-2.83,125500,126000,119000,1599552,20.150369110871424,64.95772263767859
2021/10/07,124000,4000,3.33,121000,125000,120000,907601,18.539341296110003,48.79964357300001
2021/10/08,120000,-4000,-3.23,125000,125500,119000,1407749,22.510343749624997,79.43112783092502
2021/10/12,124000,4000,3.33,121000,125500,119000,1793542,16.953033787208696,44.43304076711304
2021/10/13,122000,-2000,-1.61,122500,123000,119500,943291,19.068303417513334,63.91014696114668
2021/10/14,123500,1500,1.23,123500,125500,122500,950533,22.133972500968184,55.73632429839092
2021/10/15,126500,3000,2.43,125000,127000,125000,743492,16.0930951983,47.09887985848
2021/10/18,123500,-3000,-2.37,127500,127500,123500,716291,18.7051288518375,72.25233101153752
2021/10/19,126500,3000,2.43,124500,127000,123500,600501,27.449169913485715,68.38572024208571
2021/10/20,125000,-1500,-1.19,126500,127500,125000,579159,17.780473720700005,61.157671745662505
2021/10/21,125500,500,0.4,126000,127500,125000,571147,21.980582753861537,79.48052379490771
2021/10/22,125000,-500,-0.4,125000,126000,123000,360096,15.770682249275,57.59117533175001
2021/10/25,124500,-500,-0.4,123500,126000,122500,554539,15.91075406260476,52.60402313800002
2021/10/26,125500,1000,0.8,125000,126000,124500,706443,14.388564366635004,52.361725562415
2021/10/27,122000,-3500,-2.79,125500,126000,121500,912547,15.89720558965,53.945863315275005
2021/10/28,122000,0,0.0,122000,124000,121000,842870,11.828543208355,39.23488632977
2021/10/29,120500,-1500,-1.23,124000,129000,119500,2301006,17.113223079746156,56.74176542294616
2021/11/01,120500,0,0.0,121000,122000,119500,761704,15.524075080989476,48.886578157921065
2021/11/02,123000,2500,2.07,121000,124500,120500,915388,18.070194804382343,64.4885616346353
2021/11/03,122000,-1000,-0.81,123500,124000,121000,503633,15.487854422581249,55.798604892650005
2021/11/04,122500,500,0.41,124000,126000,122000,769589,16.398904049872225,55.399470035066685
2021/11/05,123000,500,0.41,123500,124500,121500,470484,16.75686372242857,48.27055104500001
2021/11/08,122500,-500,-0.41,123000,123500,120500,478858,17.494668271281817,57.89309200222727
2021/11/09,123000,500,0.41,123000,125000,122000,497844,13.294858916761536,46.641963129207696
2021/11/10,119500,-3500,-2.85,122000,123000,119000,707984,17.339080940569996,57.60672501641001
2021/11/11,117500,-2000,-1.67,119000,119500,115500,1137785,20.580518103416665,62.10663937831667
2021/11/12,122000,4500,3.83,118000,122000,118000,734937,28.868083924950003,51.93288497203001
2021/11/15,124500,2500,2.05,122500,125000,122500,521720,12.85067977480909,41.038916294172736
2021/11/16,124000,-500,-0.4,124500,125500,123000,565313,13.450011108037502,46.47733235605001
2021/11/17,123000,-1000,-0.81,124500,125000,122000,524897,16.051837689826662,51.57018751821333
