date,close,diff,ratio,open,high,low,volume,sumPos,sumNeg
2019/10/10,68300,0,0.0,67900,69000,67800,808616,19.476777624400004,101.5974928396571
2019/10/11,68800,500,0.73,69100,69500,68700,374565,16.222330698266667,83.96178466630003
2019/10/14,68900,100,0.15,69600,70100,68800,360306,12.951009306274996,52.968092507250006
2019/10/15,69500,600,0.87,68900,69600,68800,442758,11.18117529437778,50.76589563640002
2019/10/16,70300,800,1.15,70000,70300,69700,392730,13.54103512277143,60.01365626205715
2019/10/17,68800,-1500,-2.13,70300,70300,68300,541697,7.470738299974999,40.009180967575006
2019/10/18,68800,0,0.0,68600,69500,68400,293636,20.961681607900008,96.3541396088
2019/10/21,69100,300,0.44,69300,69400,68700,208431,12.74310263777143,62.60274748298573
2019/10/22,69400,300,0.43,69100,69700,69100,283529,12.441309170279998,52.56565640997999
2019/10/23,68600,-800,-1.15,69200,69400,68400,290288,12.046032263585715,53.18401807002858
2019/10/24,69000,400,0.58,68800,69200,68000,327266,9.103284642699998,44.0801821943
2019/10/25,68200,-800,-1.16,68600,69100,67600,415169,8.410364049066667,39.19870250656667
2019/10/28,68800,600,0.88,68700,69200,68400,204867,18.142856690774995,73.57797802471252
2019/10/29,69000,200,0.29,69400,69600,68800,307860,17.29246590765,72.78036511410002
2019/10/30,68500,-500,-0.72,69300,69600,68200,332728,13.433207021300005,53.94422917940001
2019/10/31,66900,-1600,-2.34,68800,69600,66600,1094750,11.244320140250004,66.2835147005
2019/11/01,67200,300,0.45,66800,67400,66100,404075,9.5971886484375,43.267353197487495
2019/11/04,67100,-100,-0.15,67700,67800,67100,450676,9.319062959933335,43.52047613999999
2019/11/05,68300,1200,1.79,67200,68400,67200,549499,9.240073434516669,46.51482289578334
2019/11/06,68700,400,0.59,68500,69000,68200,417686,11.852185878940002,50.800945476
2019/11/07,69100,400,0.58,68600,69400,68200,427382,12.2179155257,55.43240933327502
2019/11/08,69400,300,0.43,69300,69800,68800,353530,13.976353659125,56.04309765804999
2019/11/11,69300,-100,-0.14,69400,69600,68600,278287,9.165215940638465,44.64082547139231
2019/11/12,69000,-300,-0.43,69400,69900,68600,311635,12.82649029732,58.6690577158
2019/11/13,68800,-200,-0.29,69000,69000,67900,366473,14.849284804250004,73.96234073290003
2019/11/14,69000,200,0.29,68200,69200,68200,305427,17.714622295512505,84.2643519224875
2019/11/15,70500,1500,2.17,69000,70700,69000,728818,17.90860408985,78.33714916985004
2019/11/18,71500,1000,1.42,70700,72200,70400,609015,10.796647836188884,56.49079281571111
2019/11/19,71900,400,0.56,71200,72500,70900,538536,12.848240114816669,54.07661979820002
2019/11/20,70900,-1000,-1.39,71500,71800,70300,479826,12.27041131078,66.33948797502
2019/11/21,70400,-500,-0.71,70700,71300,69700,475086,18.165971695775,82.067622194475
2019/11/22,70100,-300,-0.43,70200,70600,69500,267673,14.077615177857142,62.44138322577143
2019/11/25,71400,1300,1.85,70500,71400,70200,380355,12.881398286722224,67.30096640180001
2019/11/26,70900,-500,-0.7,71400,71900,70900,697121,14.536235557142856,73.7323471208857
2019/11/27,71500,600,0.85,71500,72000,71000,292977,19.488893761628567,77.3933049859
2019/11/28,71000,-500,-0.7,71400,71600,70200,259491,22.140897156675,132.43567856586662
2019/11/29,69900,-1100,-1.55,71200,71200,69700,350465,21.190073804900003,134.500468380925
2019/12/02,70300,400,0.57,70000,70400,69800,237237,13.435760197225004,58.13407088805001
2019/12/03,70500,200,0.28,69800,70500,69400,217447,12.39260922096,53.89027014896002
2019/12/04,70000,-500,-0.71,69600,70100,69400,294889,14.66464213518889,74.19161680123334
2019/12/05,70000,0,0.0,70200,70600,69300,295956,21.47624666158889,95.68162993068889
2019/12/09,69100,-1100,-1.57,70400,70500,68700,436982,15.429394914474996,65.7555439299625
2019/12/10,71200,2100,3.04,69300,71200,69200,575566,12.606843658414288,53.2750263657857
2019/12/11,71200,0,0.0,71400,71500,70400,339949,15.62231022746667,65.05381721296668
2019/12/12,71700,500,0.7,71200,72100,71000,979009,6.393544325733333,28.137413816133336
2019/12/13,72200,500,0.7,72500,72800,72100,405472,15.604582559850003,68.03900453055
2019/12/16,72000,-200,-0.28,72200,72400,71700,271523,15.66651389528333,81.69838900990003
2019/12/17,72400,400,0.56,72200,73100,72100,455261,14.4329615237,57.41901036852502
2019/12/18,72500,100,0.14,72400,72900,71700,399504,11.071772879220005,56.82553991332001
2019/12/19,72500,0,0.0,72200,72600,71800,302037,13.588969272840004,62.5387808405
2019/12/20,72500,0,0.0,72700,72700,71600,403031,9.97020086285,46.05185049671667
2019/12/23,72500,0,0.0,72600,72600,71900,257344,20.05881321511428,88.88856585608575
2019/12/24,71900,-600,-0.83,72500,72700,71900,220741,4.0311115188,22.74776262615
2019/12/26,71300,-600,-0.83,72000,72200,71200,372424,13.777022948691668,62.067968165366665
2019/12/27,71800,500,0.7,71300,72100,71100,498244,15.99647767565,66.52346759675002
2019/12/30,72100,300,0.42,71800,72200,71600,283273,11.942051831383337,55.12842337938334
2020/01/02,71000,-1100,-1.53,71800,72100,71000,284758,15.278012182542856,65.51727690004286
2020/01/03,71100,100,0.14,71400,71900,70800,369493,14.52521542862,67.78338905806001
2020/01/06,69900,-1200,-1.69,70300,70500,69600,337026,19.783909346475003,91.33350862840832
2020/01/07,70300,400,0.57,69800,70600,69800,265311,18.02770426097143,82.0759014248857
2020/01/08,67500,-2800,-3.98,70300,70300,67000,937438,11.627562288606669,49.48340562764668
2020/01/09,66600,-900,-1.33,68100,68300,66100,1565867,16.577882387266666,70.77800454255002
2020/01/10,66800,200,0.3,67000,67500,66400,797710,10.162148283666664,46.696425412550006
2020/01/13,66600,-200,-0.3,66900,67000,66200,600906,14.025570870075,66.754325025575
2020/01/14,68300,1700,2.55,67200,69400,67100,1081428,10.197837017259998,44.40541617840002
2020/01/15,69600,1300,1.9,68800,70000,68600,698052,14.730497139766667,58.616042533183325
2020/01/16,69900,300,0.43,69800,70000,68900,440562,16.300039410483333,77.06789997381668
2020/01/17,69200,-700,-1.0,69800,70200,68900,464204,16.943845218499998,72.80576583844287
2020/01/20,71200,2000,2.89,69600,71700,69400,894609,13.419690021550004,57.67654683635001
2020/01/21,70100,-1100,-1.54,71400,71600,70100,379059,16.15512886105,86.58156046846666
2020/01/22,70400,300,0.43,69800,70500,68600,546215,11.420065225066669,60.523875640733344
2020/01/23,69000,-1400,-1.99,69600,69700,68600,604024,20.3426264358,100.08091322144
2020/01/28,67100,-1900,-2.75,66600,67500,66600,729302,14.996487131639997,72.7478564061
2020/01/29,67200,100,0.15,67100,68000,66900,585990,15.129465871138462,67.46688255462308
2020/01/30,67200,0,0.0,67000,67800,66900,549972,35.97755780909085,171.9377657361181
2020/01/31,65900,-1300,-1.93,67200,67600,65800,697360,19.113700179566663,87.06591033803336
2020/02/03,64900,-1000,-1.52,65400,65600,64100,797729,11.594083885663638,52.27098694466365
2020/02/04,65100,200,0.31,64400,65400,64400,716163,21.27154911513333,100.34343126986664
2020/02/05,65200,100,0.15,65600,65700,64800,657342,15.258807860872729,70.22975787535455
2020/02/06,66800,1600,2.45,65600,67000,65500,635295,11.595296737959998,49.53414755992
2020/02/07,67300,500,0.75,66700,67400,66500,519466,8.146912213233334,33.55863216966667
2020/02/10,67000,-300,-0.45,67000,67000,66100,364246,10.646408847163636,47.35058933669091
2020/02/11,67200,200,0.3,67500,67600,66800,462160,13.966071888133332,56.25139586543333
2020/02/12,67900,700,1.04,67000,68300,67000,487071,11.799299070725002,56.81711691305
2020/02/13,67100,-800,-1.18,68200,68400,67000,699540,15.417133983284618,70.37545795766154
2020/02/14,67000,-100,-0.15,67200,67600,66700,354348,9.03948585345,35.58908463
2020/02/17,67000,0,0.0,66900,67300,66000,560384,9.43487662282,38.39626978840001
2020/02/18,68900,1900,2.84,67900,70000,67700,1338368,14.475152717355554,67.49995400024447
2020/02/19,68800,-100,-0.15,69300,69400,68000,636116,11.355829161362502,55.26619099170001
2020/02/20,67200,-1600,-2.33,68700,69000,66700,677402,11.212731392799997,52.4261648351
2020/02/21,66100,-1100,-1.64,66000,67000,65800,531902,7.663831771325002,31.505837690575007
2020/02/24,63300,-2800,-4.24,64800,65000,63100,874557,13.21660180176923,61.293147432476935
2020/02/25,63000,-300,-0.47,62200,63500,62100,956415,10.53985753332143,52.993657637578565
2020/02/26,63300,300,0.48,62100,63700,61500,607215,17.032604684785714,71.7465201514
2020/02/27,62400,-900,-1.42,63000,63600,62000,524379,15.496114036999996,69.2831848846625
2020/02/28,60400,-2000,-3.21,61400,61700,60000,932828,15.156753167788889,67.30143985155557
2020/03/02,60100,-300,-0.5,60300,61200,59600,711979,11.2818413909,47.65300975165
2020/03/03,60200,100,0.17,61500,61700,60000,587763,9.519638684466669,44.83429623896668
2020/03/04,60600,400,0.66,60100,61200,60100,520867,18.031897261033336,78.96187793938334
2020/03/05,61500,900,1.49,61300,61900,60800,573595,14.724132209866667,68.31998156670004
2020/03/06,60300,-1200,-1.95,60900,61100,60200,542438,19.00926326433333,90.05967484343336
2020/03/09,57800,-2500,-4.15,59000,59300,57500,1001568,12.482070908724996,59.3184847528
