dates,등락률,result
2021-08-17,-1.83,-1.0
2021-08-18,0.12,0.0
2021-08-19,-1.05,0.0
2021-08-20,-0.47,0.0
2021-08-23,1.66,1.0
2021-08-24,1.86,1.0
2021-08-25,-1.6,-1.0
2021-08-26,-1.63,-1.0
2021-08-27,-0.83,0.0
2021-08-30,1.9,1.0
2021-08-31,2.57,1.0
2021-09-01,1.37,0.0
2021-09-02,-0.56,0.0
2021-09-03,2.26,1.0
2021-09-06,0.33,0.0
2021-09-07,-2.09,-1.0
2021-09-08,-7.87,-1.0
2021-09-09,-2.56,-1.0
2021-09-10,2.76,1.0
2021-09-13,-0.49,0.0
2021-09-14,-1.35,-1.0
2021-09-15,-0.5,0.0
2021-09-16,0.37,0.0
2021-09-17,0.25,0.0
2021-09-23,-0.74,0.0
2021-09-24,1.38,0.0
2021-09-27,-0.62,0.0
2021-09-28,-2.61,-1.0
2021-09-29,-1.4,-1.0
2021-09-30,0.26,0.0
2021-10-01,-1.55,-1.0
2021-10-05,-3.01,-1.0
2021-10-06,0.67,0.0
2021-10-07,5.5,1.0
2021-10-08,-1.27,0.0
2021-10-12,-4.25,-1.0
2021-10-13,2.69,1.0
2021-10-14,3.4,1.0
2021-10-15,-0.38,0.0
2021-10-18,0.76,0.0
2021-10-19,2.77,1.0
2021-10-20,0.0,0.0
2021-10-21,0.74,0.0
2021-10-22,-0.73,0.0
2021-10-25,-1.23,0.0
2021-10-26,2.48,1.0
2021-10-27,0.48,0.0
2021-10-28,-0.36,0.0
2021-10-29,-1.45,-1.0
2021-11-01,0.37,0.0
2021-11-02,0.37,0.0
2021-11-03,-1.83,-1.0
2021-11-04,2.24,1.0
2021-11-05,-0.24,0.0
2021-11-08,-0.61,0.0
2021-11-09,2.33,1.0
2021-11-10,-0.72,0.0
2021-11-11,-1.81,-1.0
2021-11-12,0.49,0.0
2021-11-15,0.49,0.0
2021-11-16,-1.34,-1.0
2021-11-17,-1.11,0.0
2021-11-18,1.5,0.0
2021-11-19,-0.74,0.0
